timestamp,hour,hour_of_day,day_of_year,month,is_weekday,solar_pv_availability_fraction,solar_pv_output_kw,diesel_available,diesel_dispatched_kw,diesel_on,diesel_fuel_consumed_litres,diesel_fuel_price_NGN_per_litre,diesel_cost_NGN,battery_soc_kwh,battery_charge_kw,battery_discharge_kw,total_generation_kw,total_available_kw,solar_forecast_t1h_kw,solar_forecast_t3h_kw,solar_forecast_t6h_kw,demand_forecast_t1h_kw,demand_forecast_t3h_kw,demand_forecast_t6h_kw,cumulative_daily_fuel_litres
2024-01-29 13:00:00,685,13,28,1,1,0.5542,277.11,1,0.0,0,0.0,1096.27,0.0,1080.0,0.0,0.0,277.11,277.11,247.47,148.08,5.81,209.25,231.81,256.77,182.333
2024-01-29 14:00:00,686,14,28,1,1,0.5248,262.39,1,0.0,0,0.0,1091.87,0.0,1080.0,0.0,0.0,262.39,262.39,258.18,85.37,0.0,246.27,230.79,225.22,182.333
2024-01-29 15:00:00,687,15,28,1,1,0.4728,236.38,1,0.0,0,0.0,1144.15,0.0,1079.31,0.0,0.62,236.38,236.99,134.97,0.0,4.14,236.28,227.75,189.98,182.333
2024-01-29 16:00:00,688,16,28,1,1,0.292,145.98,1,0.0,0,0.0,1120.38,0.0,986.03,0.0,83.95,145.98,229.93,71.86,0.0,0.0,221.63,205.17,139.93,182.333
2024-01-29 17:00:00,689,17,28,1,1,0.1559,77.96,1,0.0,0,0.0,1126.24,0.0,960.0,0.0,23.43,77.96,101.39,0.0,0.52,0.0,246.42,247.27,67.84,182.333
2024-01-29 18:00:00,690,18,28,1,1,0.0,0.0,1,110.0,1,40.0,1087.18,43487.2,960.0,0.0,0.0,110.0,110.0,0.02,2.4,0.0,210.36,145.1,68.19,222.333
2024-01-29 19:00:00,691,19,28,1,1,0.0,0.0,1,110.0,1,40.0,1167.74,46709.6,960.0,0.0,0.0,110.0,110.0,7.51,0.56,0.0,226.31,146.58,79.71,262.333
2024-01-29 20:00:00,692,20,28,1,1,0.0,0.0,1,110.0,1,40.0,1160.63,46425.2,960.0,0.0,0.0,110.0,110.0,1.23,0.0,0.0,166.22,102.28,87.87,302.333
2024-01-29 21:00:00,693,21,28,1,1,0.0,0.0,1,106.03,1,38.918,1122.75,43695.55,960.0,0.0,0.0,106.03,106.03,0.0,0.0,0.61,130.85,67.78,47.88,341.251
2024-01-29 22:00:00,694,22,28,1,1,0.0,0.0,1,110.0,1,40.0,1126.67,45066.8,960.0,0.0,0.0,110.0,110.0,4.0,0.0,0.86,92.36,77.36,62.64,381.251
2024-01-29 23:00:00,695,23,28,1,1,0.0,0.0,1,70.5,1,29.227,1036.86,30304.24,960.0,0.0,0.0,70.5,70.5,0.0,0.0,0.0,69.89,88.54,62.45,410.478
2024-01-30 00:00:00,696,0,29,1,1,0.0,0.0,1,55.0,1,25.0,1125.12,28128.0,960.0,0.0,0.0,55.0,55.0,0.4,0.0,3.01,63.87,73.91,122.53,25.0
2024-01-30 01:00:00,697,1,29,1,1,0.0,0.0,1,55.0,1,25.0,1097.57,27439.25,960.0,0.0,0.0,55.0,55.0,0.0,0.2,50.28,79.54,57.74,215.16,50.0
2024-01-30 02:00:00,698,2,29,1,1,0.0,0.0,1,58.42,1,25.932,1118.37,29001.44,960.0,0.0,0.0,58.42,58.42,0.0,2.16,121.71,68.96,70.68,253.51,75.932
2024-01-30 03:00:00,699,3,29,1,1,0.0,0.0,1,55.0,1,25.0,1126.6,28165.0,960.0,0.0,0.0,55.0,55.0,1.64,1.41,156.94,66.42,113.05,247.28,100.932
2024-01-30 04:00:00,700,4,29,1,1,0.0,0.0,1,55.0,1,25.0,1092.7,27317.5,960.0,0.0,0.0,55.0,55.0,4.18,51.64,233.55,74.39,177.59,218.48,125.932
2024-01-30 05:00:00,701,5,29,1,1,0.0,0.0,1,55.6,1,25.164,1048.01,26371.69,960.0,0.0,0.0,55.6,55.6,0.06,177.13,374.88,129.1,244.79,152.43,151.096
2024-01-30 06:00:00,702,6,29,1,1,0.0,0.0,1,76.24,1,30.793,1116.18,34370.99,960.0,0.0,0.0,76.24,76.24,47.07,136.71,150.48,152.52,245.63,156.4,181.889
2024-01-30 07:00:00,703,7,29,1,1,0.116,58.01,1,0.0,0,0.0,1079.45,0.0,960.0,0.0,0.0,58.01,58.01,164.34,278.0,202.96,261.24,184.56,211.49,181.889
2024-01-30 08:00:00,704,8,29,1,1,0.335,167.48,1,0.0,0,0.0,1093.06,0.0,960.0,0.0,0.0,167.48,167.48,148.22,251.98,66.57,241.39,227.27,230.21,181.889
2024-01-30 09:00:00,705,9,29,1,1,0.2868,143.38,1,0.0,0,0.0,1083.98,0.0,960.0,0.0,0.0,143.38,143.38,222.27,242.27,228.49,207.41,223.65,184.82,181.889
2024-01-30 10:00:00,706,10,29,1,1,0.5235,261.74,1,0.0,0,0.0,1092.69,0.0,990.43,33.81,0.0,261.74,261.74,261.54,358.35,113.48,219.43,229.58,214.39,181.889
2024-01-30 11:00:00,707,11,29,1,1,0.5965,298.25,1,0.0,0,0.0,1027.51,0.0,1061.86,79.37,0.0,298.25,298.25,218.7,268.65,76.25,206.87,203.78,239.5,181.889
2024-01-30 12:00:00,708,12,29,1,1,0.425,212.52,1,0.0,0,0.0,1144.31,0.0,1064.43,2.85,0.0,212.52,212.52,308.48,252.11,0.0,226.95,220.98,268.4,181.889
2024-01-30 13:00:00,709,13,29,1,1,0.6715,335.75,1,0.0,0,0.0,1112.39,0.0,1080.0,17.3,0.0,335.75,335.75,237.16,135.22,4.56,202.88,238.44,243.39,181.889
2024-01-30 14:00:00,710,14,29,1,1,0.5041,252.07,1,0.0,0,0.0,1140.81,0.0,1080.0,0.0,0.0,252.07,252.07,255.37,66.61,0.81,216.98,188.38,275.18,181.889
2024-01-30 15:00:00,711,15,29,1,1,0.4882,244.12,1,0.0,0,0.0,1169.57,0.0,1080.0,0.0,0.0,244.12,244.12,125.24,0.0,0.0,226.16,246.11,151.13,181.889
2024-01-30 16:00:00,712,16,29,1,1,0.2329,116.47,1,0.0,0,0.0,1104.75,0.0,963.18,0.0,105.14,116.47,221.61,61.65,0.9,0.44,212.94,234.93,154.04,181.889
2024-01-30 17:00:00,713,17,29,1,1,0.1277,63.84,1,0.0,0,0.0,1044.3,0.0,960.0,0.0,2.86,63.84,66.7,3.77,3.32,1.55,227.75,212.05,90.7,181.889
2024-01-30 18:00:00,714,18,29,1,1,0.0,0.0,1,110.0,1,40.0,1074.4,42976.0,960.0,0.0,0.0,110.0,110.0,0.0,2.02,0.0,258.37,167.9,67.72,221.889
2024-01-30 19:00:00,715,19,29,1,1,0.0,0.0,1,110.0,1,40.0,1064.03,42561.2,960.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,225.43,137.66,89.98,261.889
2024-01-30 20:00:00,716,20,29,1,1,0.0,0.0,1,110.0,1,40.0,1087.38,43495.2,960.0,0.0,0.0,110.0,110.0,6.73,3.84,0.0,158.34,95.2,82.08,301.889
2024-01-30 21:00:00,717,21,29,1,1,0.0,0.0,1,101.52,1,37.687,1106.64,41705.87,960.0,0.0,0.0,101.52,101.52,0.0,0.0,1.79,150.06,67.17,63.71,339.576
2024-01-30 22:00:00,718,22,29,1,1,0.0,0.0,1,110.0,1,40.0,1037.69,41507.6,960.0,0.0,0.0,110.0,110.0,0.0,1.26,1.08,90.54,70.18,82.26,379.576
2024-01-30 23:00:00,719,23,29,1,1,0.0,0.0,1,77.28,1,31.077,1115.34,34661.57,960.0,0.0,0.0,77.28,77.28,0.0,0.0,2.48,66.05,87.09,85.48,410.653
2024-01-31 00:00:00,720,0,30,1,1,0.0,0.0,1,55.0,1,25.0,1054.0,26350.0,960.0,0.0,0.0,55.0,55.0,0.0,2.85,1.72,75.49,73.15,112.2,25.0
2024-01-31 01:00:00,721,1,30,1,1,0.0,0.0,1,56.9,1,25.517,1113.87,28423.11,960.0,0.0,0.0,56.9,56.9,0.0,0.0,18.67,84.54,81.22,166.38,50.517
2024-01-31 02:00:00,722,2,30,1,1,0.0,0.0,1,56.34,1,25.366,1100.4,27912.57,960.0,0.0,0.0,56.34,56.34,0.0,0.0,67.61,62.71,82.3,330.58,75.883
2024-01-31 03:00:00,723,3,30,1,1,0.0,0.0,1,55.0,1,25.0,1093.63,27340.75,960.0,0.0,0.0,55.0,55.0,0.0,1.52,84.41,75.6,114.29,229.0,100.883
2024-01-31 04:00:00,724,4,30,1,1,0.0,0.0,1,57.98,1,25.812,1101.6,28434.62,960.0,0.0,0.0,57.98,57.98,4.91,22.76,248.75,77.46,171.17,256.14,126.695
2024-01-31 05:00:00,725,5,30,1,1,0.0,0.0,1,57.95,1,25.805,1086.14,28027.55,960.0,0.0,0.0,57.95,57.95,2.96,100.39,326.37,120.08,255.67,215.35,152.5
2024-01-31 06:00:00,726,6,30,1,1,0.0,0.0,1,64.43,1,27.571,1083.74,29879.69,960.0,0.0,0.0,64.43,64.43,24.51,211.23,189.44,198.62,230.21,217.95,180.071
2024-01-31 07:00:00,727,7,30,1,1,0.0377,18.84,1,110.0,1,40.0,1048.29,41931.6,960.0,0.0,0.0,128.84,128.84,80.27,226.42,203.59,266.72,220.74,179.43,220.071
2024-01-31 08:00:00,728,8,30,1,1,0.1797,89.87,1,0.0,0,0.0,1103.04,0.0,960.0,0.0,0.0,89.87,89.87,180.25,271.58,238.87,202.4,247.13,253.42,220.071
2024-01-31 09:00:00,729,9,30,1,1,0.3708,185.4,1,0.0,0,0.0,1165.15,0.0,960.0,0.0,0.0,185.4,185.4,203.17,168.17,143.95,228.0,183.63,196.02,220.071
2024-01-31 10:00:00,730,10,30,1,1,0.4036,201.81,1,0.0,0,0.0,1169.62,0.0,960.0,0.0,0.0,201.81,201.81,300.03,315.35,146.12,205.24,235.18,154.18,220.071
2024-01-31 11:00:00,731,11,30,1,1,0.6058,302.92,1,0.0,0,0.0,1147.8,0.0,1044.79,94.21,0.0,302.92,302.92,139.8,222.44,80.43,213.83,234.54,196.64,220.071
2024-01-31 12:00:00,732,12,30,1,1,0.3081,154.05,1,0.0,0,0.0,1127.4,0.0,987.2,0.0,51.83,154.05,205.87,302.99,168.5,1.81,201.98,226.13,217.71,220.071
2024-01-31 13:00:00,733,13,30,1,1,0.6512,325.58,1,0.0,0,0.0,1081.62,0.0,1080.0,103.11,0.0,325.58,325.58,260.61,158.91,0.0,218.71,206.89,269.46,220.071
2024-01-31 14:00:00,734,14,30,1,1,0.5018,250.91,1,0.0,0,0.0,1151.81,0.0,1080.0,0.0,0.0,250.91,250.91,125.9,73.04,1.21,233.86,247.09,287.72,220.071
2024-01-31 15:00:00,735,15,30,1,1,0.314,157.02,1,0.0,0,0.0,1102.16,0.0,1002.54,0.0,69.72,157.02,226.74,158.72,0.12,3.3,225.55,202.07,156.65,220.071
2024-01-31 16:00:00,736,16,30,1,1,0.3066,153.3,1,0.0,0,0.0,1101.74,0.0,960.0,0.0,38.28,153.3,191.59,80.1,0.0,6.15,230.65,233.46,123.43,220.071
2024-01-31 17:00:00,737,17,30,1,1,0.1664,83.18,1,0.0,0,0.0,1094.38,0.0,960.0,0.0,0.0,83.18,83.18,2.31,5.02,2.68,211.92,267.35,99.54,220.071
2024-01-31 18:00:00,738,18,30,1,1,0.0,0.0,1,110.0,1,40.0,1107.07,44282.8,960.0,0.0,0.0,110.0,110.0,0.0,5.5,1.41,246.15,186.72,53.89,260.071
2024-01-31 19:00:00,739,19,30,1,1,0.0,0.0,1,110.0,1,40.0,1089.61,43584.4,960.0,0.0,0.0,110.0,110.0,0.0,4.54,0.0,221.96,163.21,69.39,300.071
2024-01-31 20:00:00,740,20,30,1,1,0.0,0.0,1,110.0,1,40.0,1101.25,44050.0,960.0,0.0,0.0,110.0,110.0,1.75,0.0,1.71,152.33,96.47,68.47,340.071
2024-01-31 21:00:00,741,21,30,1,1,0.0,0.0,1,98.76,1,36.934,1068.1,39449.04,960.0,0.0,0.0,98.76,98.76,0.19,0.0,1.92,148.25,86.31,89.56,377.005
2024-01-31 22:00:00,742,22,30,1,1,0.0,0.0,1,108.5,1,39.59,1091.65,43218.73,960.0,0.0,0.0,108.5,108.5,0.0,0.0,0.0,94.01,77.85,67.57,416.595
2024-01-31 23:00:00,743,23,30,1,1,0.0,0.0,1,80.19,1,31.869,1179.56,37591.45,960.0,0.0,0.0,80.19,80.19,1.99,3.59,1.41,76.35,62.2,83.87,448.464
2024-02-01 00:00:00,744,0,31,2,1,0.0,0.0,1,58.55,1,25.967,1101.77,28610.16,960.0,0.0,0.0,58.55,58.55,0.0,0.0,1.36,74.64,71.07,152.71,25.967
2024-02-01 01:00:00,745,1,31,2,1,0.0,0.0,1,59.21,1,26.147,1096.17,28661.77,960.0,0.0,0.0,59.21,59.21,1.35,0.0,64.98,73.15,79.27,190.95,52.114
2024-02-01 02:00:00,746,2,31,2,1,0.0,0.0,1,55.0,1,25.0,1121.71,28042.75,960.0,0.0,0.0,55.0,55.0,0.47,0.0,50.64,75.78,68.2,248.29,77.114
2024-02-01 03:00:00,747,3,31,2,1,0.0,0.0,1,58.29,1,25.896,1127.53,29198.47,960.0,0.0,0.0,58.29,58.29,0.0,0.0,206.34,78.54,124.69,302.77,103.01
2024-02-01 04:00:00,748,4,31,2,1,0.0,0.0,1,58.73,1,26.017,1067.18,27764.6,960.0,0.0,0.0,58.73,58.73,0.54,71.22,252.29,68.31,180.52,224.8,129.027
2024-02-01 05:00:00,749,5,31,2,1,0.0,0.0,1,55.0,1,25.0,1097.21,27430.25,960.0,0.0,0.0,55.0,55.0,0.0,143.55,147.85,143.03,266.7,217.23,154.027
2024-02-01 06:00:00,750,6,31,2,1,0.0,0.0,1,81.64,1,32.265,1134.49,36604.7,960.0,0.0,0.0,81.64,81.64,75.68,226.25,243.54,183.61,262.89,178.56,186.292
2024-02-01 07:00:00,751,7,31,2,1,0.1453,72.64,1,0.0,0,0.0,1113.01,0.0,960.0,0.0,0.0,72.64,72.64,137.77,277.3,241.05,266.9,290.67,219.84,186.292
2024-02-01 08:00:00,752,8,31,2,1,0.3,150.01,1,0.0,0,0.0,1108.11,0.0,960.0,0.0,0.0,150.01,150.01,202.25,215.79,212.51,237.55,198.33,268.21,186.292
2024-02-01 09:00:00,753,9,31,2,1,0.408,204.01,1,0.0,0,0.0,1155.54,0.0,960.0,0.0,0.0,204.01,204.01,273.39,263.41,214.79,234.77,256.1,276.17,186.292
2024-02-01 10:00:00,754,10,31,2,1,0.5045,252.25,1,0.0,0,0.0,1081.62,0.0,967.37,8.18,0.0,252.25,252.25,200.78,268.28,167.95,225.19,210.15,208.01,186.292
2024-02-01 11:00:00,755,11,31,2,1,0.4314,215.69,1,0.0,0,0.0,1106.81,0.0,960.0,0.0,6.63,215.69,222.32,225.73,260.24,79.26,245.56,226.56,251.54,186.292
2024-02-01 12:00:00,756,12,31,2,1,0.518,258.98,1,0.0,0,0.0,1086.85,0.0,984.25,26.95,0.0,258.98,258.98,255.34,236.35,0.0,233.86,244.06,204.5,186.292
2024-02-01 13:00:00,757,13,31,2,1,0.5371,268.55,1,0.0,0,0.0,1153.43,0.0,1015.51,34.73,0.0,268.55,268.55,231.77,152.05,0.24,227.36,225.76,177.64,186.292
2024-02-01 14:00:00,758,14,31,2,1,0.4566,228.3,1,0.0,0,0.0,1039.42,0.0,1006.97,0.0,7.68,228.3,235.98,210.38,65.52,0.0,260.2,285.15,285.8,186.292
2024-02-01 15:00:00,759,15,31,2,1,0.4077,203.83,1,0.0,0,0.0,1081.88,0.0,965.93,0.0,36.94,203.83,240.77,171.54,0.36,2.04,218.88,194.62,160.23,186.292
2024-02-01 16:00:00,760,16,31,2,1,0.3279,163.97,1,0.0,0,0.0,1086.55,0.0,960.0,0.0,5.34,163.97,169.31,67.51,0.0,0.0,282.86,235.66,183.17,186.292
2024-02-01 17:00:00,761,17,31,2,1,0.1284,64.22,1,0.0,0,0.0,1126.05,0.0,960.0,0.0,0.0,64.22,64.22,0.29,0.0,3.69,236.61,239.3,105.8,186.292
2024-02-01 18:00:00,762,18,31,2,1,0.0,0.0,1,110.0,1,40.0,1124.15,44966.0,960.0,0.0,0.0,110.0,110.0,0.0,0.0,2.73,243.34,146.47,80.15,226.292
2024-02-01 19:00:00,763,19,31,2,1,0.0,0.0,1,110.0,1,40.0,1150.28,46011.2,960.0,0.0,0.0,110.0,110.0,0.0,1.28,0.0,231.15,175.05,93.06,266.292
2024-02-01 20:00:00,764,20,31,2,1,0.0,0.0,1,110.0,1,40.0,1051.94,42077.6,960.0,0.0,0.0,110.0,110.0,0.0,3.45,0.0,173.95,98.61,74.28,306.292
2024-02-01 21:00:00,765,21,31,2,1,0.0,0.0,1,110.0,1,40.0,1128.93,45157.2,960.0,0.0,0.0,110.0,110.0,0.0,1.73,0.39,164.36,81.24,86.14,346.292
2024-02-01 22:00:00,766,22,31,2,1,0.0,0.0,1,110.0,1,40.0,1094.36,43774.4,960.0,0.0,0.0,110.0,110.0,1.15,0.0,0.0,101.29,84.02,62.9,386.292
2024-02-01 23:00:00,767,23,31,2,1,0.0,0.0,1,78.77,1,31.484,1082.03,34066.63,960.0,0.0,0.0,78.77,78.77,0.0,0.0,4.4,75.95,77.59,95.04,417.776
2024-02-02 00:00:00,768,0,32,2,1,0.0,0.0,1,60.73,1,26.562,1122.02,29803.24,960.0,0.0,0.0,60.73,60.73,3.45,0.0,0.0,85.06,79.75,131.91,26.562
2024-02-02 01:00:00,769,1,32,2,1,0.0,0.0,1,60.23,1,26.426,1073.67,28372.4,960.0,0.0,0.0,60.23,60.23,0.0,1.81,64.87,73.03,74.83,193.23,52.988
2024-02-02 02:00:00,770,2,32,2,1,0.0,0.0,1,55.0,1,25.0,1035.35,25883.75,960.0,0.0,0.0,55.0,55.0,0.7,0.0,116.22,80.73,79.64,267.18,77.988
2024-02-02 03:00:00,771,3,32,2,1,0.0,0.0,1,57.89,1,25.787,1091.89,28157.03,960.0,0.0,0.0,57.89,57.89,1.55,1.36,125.89,84.82,138.19,232.54,103.775
2024-02-02 04:00:00,772,4,32,2,1,0.0,0.0,1,55.41,1,25.111,1054.54,26480.73,960.0,0.0,0.0,55.41,55.41,0.0,66.53,234.11,85.88,196.03,259.48,128.886
2024-02-02 05:00:00,773,5,32,2,1,0.0,0.0,1,65.44,1,27.847,1082.66,30148.31,960.0,0.0,0.0,65.44,65.44,0.0,156.2,272.53,134.08,291.27,225.63,156.733
2024-02-02 06:00:00,774,6,32,2,1,0.0,0.0,1,75.11,1,30.485,1116.46,34034.94,960.0,0.0,0.0,75.11,75.11,82.13,111.36,290.38,176.59,254.64,187.07,187.218
2024-02-02 07:00:00,775,7,32,2,1,0.1431,71.55,1,0.0,0,0.0,1114.49,0.0,960.0,0.0,0.0,71.55,71.55,159.74,208.62,276.55,278.0,263.26,233.29,187.218
2024-02-02 08:00:00,776,8,32,2,1,0.3009,150.46,1,0.0,0,0.0,1156.72,0.0,960.0,0.0,0.0,150.46,150.46,119.64,252.46,240.66,255.44,212.42,219.72,187.218
2024-02-02 09:00:00,777,9,32,2,1,0.2468,123.39,1,0.0,0,0.0,1097.54,0.0,960.0,0.0,0.0,123.39,123.39,166.0,308.2,147.97,256.05,213.21,240.63,187.218
2024-02-02 10:00:00,778,10,32,2,1,0.3392,169.61,1,0.0,0,0.0,1053.36,0.0,960.0,0.0,0.0,169.61,169.61,276.12,287.39,133.05,221.3,241.45,218.0,187.218
2024-02-02 11:00:00,779,11,32,2,1,0.5254,262.69,1,0.0,0,0.0,1079.1,0.0,1003.1,47.89,0.0,262.69,262.69,278.92,233.92,58.63,219.11,257.75,269.06,187.218
2024-02-02 12:00:00,780,12,32,2,1,0.5366,268.29,1,0.0,0,0.0,1073.7,0.0,1053.38,55.87,0.0,268.29,268.29,260.38,160.67,3.49,194.87,281.01,259.45,187.218
2024-02-02 13:00:00,781,13,32,2,1,0.5106,255.28,1,0.0,0,0.0,1063.81,0.0,1080.0,29.57,0.0,255.28,255.28,224.76,135.06,2.29,216.46,241.72,271.26,187.218
2024-02-02 14:00:00,782,14,32,2,1,0.48,239.98,1,0.0,0,0.0,1118.57,0.0,1073.18,0.0,6.14,239.98,246.12,175.25,102.01,0.0,234.96,245.36,260.27,187.218
2024-02-02 15:00:00,783,15,32,2,1,0.3222,161.12,1,0.0,0,0.0,1082.78,0.0,988.71,0.0,76.02,161.12,237.14,124.37,0.0,4.53,247.1,231.55,178.34,187.218
2024-02-02 16:00:00,784,16,32,2,1,0.2846,142.3,1,0.0,0,0.0,1038.65,0.0,960.0,0.0,25.84,142.3,168.14,83.84,3.51,1.08,244.43,242.12,124.88,187.218
2024-02-02 17:00:00,785,17,32,2,1,0.1697,84.83,1,0.0,0,0.0,1127.24,0.0,960.0,0.0,0.0,84.83,84.83,0.65,0.0,4.87,227.98,221.79,96.67,187.218
2024-02-02 18:00:00,786,18,32,2,1,0.0,0.0,1,110.0,1,40.0,1100.46,44018.4,960.0,0.0,0.0,110.0,110.0,0.0,3.46,0.0,242.7,154.2,68.26,227.218
2024-02-02 19:00:00,787,19,32,2,1,0.0,0.0,1,110.0,1,40.0,1115.97,44638.8,960.0,0.0,0.0,110.0,110.0,2.74,4.41,0.0,234.17,145.87,83.08,267.218
2024-02-02 20:00:00,788,20,32,2,1,0.0,0.0,1,110.0,1,40.0,1107.65,44306.0,960.0,0.0,0.0,110.0,110.0,0.0,1.79,1.73,178.5,89.72,56.97,307.218
2024-02-02 21:00:00,789,21,32,2,1,0.0,0.0,1,110.0,1,40.0,1125.07,45002.8,960.0,0.0,0.0,110.0,110.0,0.24,1.51,0.26,148.39,82.63,89.68,347.218
2024-02-02 22:00:00,790,22,32,2,1,0.0,0.0,1,110.0,1,40.0,1105.41,44216.4,960.0,0.0,0.0,110.0,110.0,0.0,3.18,0.0,95.7,76.43,74.08,387.218
2024-02-02 23:00:00,791,23,32,2,1,0.0,0.0,1,81.36,1,32.189,1145.1,36859.84,960.0,0.0,0.0,81.36,81.36,0.0,0.0,0.0,80.36,78.14,83.37,419.407
2024-02-03 00:00:00,792,0,33,2,0,0.0,0.0,1,64.55,1,27.605,1118.34,30871.26,960.0,0.0,0.0,64.55,64.55,3.23,0.64,0.0,73.17,94.69,147.22,27.605
2024-02-03 01:00:00,793,1,33,2,0,0.0,0.0,1,55.87,1,25.237,1117.25,28196.2,960.0,0.0,0.0,55.87,55.87,0.0,3.95,77.45,78.47,77.55,125.69,52.842
2024-02-03 02:00:00,794,2,33,2,0,0.0,0.0,1,55.0,1,25.0,1117.83,27945.75,960.0,0.0,0.0,55.0,55.0,0.0,0.57,178.38,77.0,81.4,130.41,77.842
2024-02-03 03:00:00,795,3,33,2,0,0.0,0.0,1,64.42,1,27.57,1056.0,29114.18,960.0,0.0,0.0,64.42,64.42,2.19,1.95,67.94,81.59,138.17,125.98,105.412
2024-02-03 04:00:00,796,4,33,2,0,0.0,0.0,1,59.53,1,26.236,1098.8,28827.89,960.0,0.0,0.0,59.53,59.53,0.0,79.1,249.68,75.1,103.75,169.98,131.648
2024-02-03 05:00:00,797,5,33,2,0,0.0,0.0,1,57.9,1,25.792,1095.67,28259.23,960.0,0.0,0.0,57.9,57.9,0.17,172.48,405.07,145.38,110.69,135.5,157.44
2024-02-03 06:00:00,798,6,33,2,0,0.0,0.0,1,88.3,1,34.082,1111.13,37869.49,960.0,0.0,0.0,88.3,88.3,72.87,117.5,212.48,115.1,107.18,131.24,191.522
2024-02-03 07:00:00,799,7,33,2,0,0.1345,67.23,1,0.0,0,0.0,1059.25,0.0,960.0,0.0,0.0,67.23,67.23,171.71,276.5,364.77,115.57,160.2,110.36,191.522
2024-02-03 08:00:00,800,8,33,2,0,0.3379,168.93,1,0.0,0,0.0,1158.39,0.0,1001.56,46.18,0.0,168.93,168.93,97.95,280.78,268.06,113.82,125.8,125.08,191.522
2024-02-03 09:00:00,801,9,33,2,0,0.1877,93.85,1,0.0,0,0.0,1107.71,0.0,977.94,0.0,21.26,93.85,115.11,260.65,219.5,253.74,153.47,125.53,99.42,191.522
2024-02-03 10:00:00,802,10,33,2,0,0.485,242.52,1,0.0,0,0.0,1064.13,0.0,1052.97,83.37,0.0,242.52,242.52,286.31,362.2,180.16,117.25,134.12,97.44,191.522
2024-02-03 11:00:00,803,11,33,2,0,0.6571,328.53,1,0.0,0,0.0,1047.65,0.0,1080.0,30.03,0.0,328.53,328.53,248.66,307.94,23.62,130.48,144.29,109.21,191.522
2024-02-03 12:00:00,804,12,33,2,0,0.4817,240.86,1,0.0,0,0.0,1094.94,0.0,1080.0,0.0,0.0,240.86,240.86,312.0,184.17,0.0,135.68,106.18,179.62,191.522
2024-02-03 13:00:00,805,13,33,2,0,0.6607,330.34,1,0.0,0,0.0,1101.29,0.0,1080.0,0.0,0.0,330.34,330.34,231.19,151.86,0.0,130.32,132.86,156.14,191.522
2024-02-03 14:00:00,806,14,33,2,0,0.5061,253.06,1,0.0,0,0.0,1080.46,0.0,1080.0,0.0,0.0,253.06,253.06,177.66,37.21,3.57,118.09,139.18,151.76,191.522
2024-02-03 15:00:00,807,15,33,2,0,0.4125,206.23,1,0.0,0,0.0,1107.31,0.0,1080.0,0.0,0.0,206.23,206.23,151.67,0.0,1.11,117.36,201.53,114.09,191.522
2024-02-03 16:00:00,808,16,33,2,0,0.3268,163.39,1,0.0,0,0.0,1083.02,0.0,1080.0,0.0,0.0,163.39,163.39,33.0,0.0,3.56,112.56,153.89,96.5,191.522
2024-02-03 17:00:00,809,17,33,2,0,0.075,37.51,1,0.0,0,0.0,1122.53,0.0,987.07,0.0,83.64,37.51,121.15,0.0,0.0,2.55,186.42,147.87,89.11,191.522
2024-02-03 18:00:00,810,18,33,2,0,0.0,0.0,1,0.0,0,0.0,1080.25,0.0,960.0,0.0,24.36,0.0,24.36,2.3,1.54,3.57,131.49,119.95,87.12,191.522
2024-02-03 19:00:00,811,19,33,2,0,0.0,0.0,1,76.43,1,30.844,1102.98,34019.78,960.0,0.0,0.0,76.43,76.43,0.0,0.0,0.0,132.36,107.45,79.36,222.366
2024-02-03 20:00:00,812,20,33,2,0,0.0,0.0,1,79.75,1,31.75,1136.68,36089.93,960.0,0.0,0.0,79.75,79.75,0.0,0.6,0.33,126.72,116.61,63.81,254.116
2024-02-03 21:00:00,813,21,33,2,0,0.0,0.0,1,82.11,1,32.393,1189.45,38529.41,960.0,0.0,0.0,82.11,82.11,0.0,0.0,0.0,94.07,71.95,80.93,286.509
2024-02-03 22:00:00,814,22,33,2,0,0.0,0.0,1,76.23,1,30.791,1070.88,32973.07,960.0,0.0,0.0,76.23,76.23,3.56,0.0,1.96,109.0,77.36,72.26,317.3
2024-02-03 23:00:00,815,23,33,2,0,0.0,0.0,1,87.0,1,33.727,1088.87,36724.79,960.0,0.0,0.0,87.0,87.0,0.0,1.2,0.0,77.72,72.6,74.89,351.027
2024-02-04 00:00:00,816,0,34,2,0,0.0,0.0,1,57.24,1,25.611,1076.57,27572.08,960.0,0.0,0.0,57.24,57.24,0.0,0.8,0.0,78.47,71.24,130.7,25.611
2024-02-04 01:00:00,817,1,34,2,0,0.0,0.0,1,55.56,1,25.153,1130.38,28432.27,960.0,0.0,0.0,55.56,55.56,0.0,5.74,66.48,78.29,91.39,145.43,50.764
2024-02-04 02:00:00,818,2,34,2,0,0.0,0.0,1,59.22,1,26.152,1066.35,27887.03,960.0,0.0,0.0,59.22,59.22,0.0,0.0,75.62,72.37,64.75,124.07,76.916
2024-02-04 03:00:00,819,3,34,2,0,0.0,0.0,1,58.53,1,25.964,1088.34,28257.38,960.0,0.0,0.0,58.53,58.53,0.97,2.26,308.45,72.3,134.17,116.67,102.88
